school_name,njcaa_season,division,team_id,season
Garden City,2017-18,div1,gardencitycommunitycollege,2018
Georgia Highlands,2017-18,div1,georgiahighlandscollege,2018
Gordon State,2017-18,div1,gordonstatecollege,2018
Grayson,2017-18,div1,graysoncollege,2018
Gulf Coast State,2017-18,div1,gulfcoaststatecollege,2018
Hagerstown,2017-18,div1,hagerstowncommunitycollege,2018
Harford,2017-18,div1,harfordcommunitycollege,2018
Highland (KS),2017-18,div1,highlandcommunitycollegekansas,2018
Hill,2017-18,div1,hillcollege,2018
Hillsborough,2017-18,div1,hillsboroughcommunitycollege,2018
Howard (TX),2017-18,div1,howardcollege,2018
Hutchinson,2017-18,div1,hutchinsoncommunitycollege,2018
Independence,2017-18,div1,independencecommunitycollege,2018
Indian Hills,2017-18,div1,indianhillscommunitycollege,2018
Indian River State,2017-18,div1,indianriverstatecollege,2018
Iowa Western,2017-18,div1,iowawesterncommunitycollege,2018
Jackson State,2017-18,div1,jacksonstatecommunitycollege,2018
Jefferson (MO),2017-18,div1,jeffersoncollege,2018
John A. Logan,2017-18,div1,johnalogancollege,2018
Johnson County,2017-18,div1,johnsoncountycommunitycollege,2018
Kansas City Kansas,2017-18,div1,kansascitykansascommunitycollege,2018
Kaskaskia,2017-18,div1,kaskaskiacollege,2018
Kishwaukee,2017-18,div1,kishwaukeecollege,2018
Labette,2017-18,div1,labettecommunitycollege,2018
Lake Land,2017-18,div1,lakelandcollege,2018
Lake-Sumter State,2017-18,div1,lakesumterstatecollege,2018
Lamar,2017-18,div1,lamarcommunitycollege,2018
Laredo,2017-18,div1,laredocommunitycollege,2018
Lawson State,2017-18,div1,lawsonstatecommunitycollege,2018
Lincoln Trail,2017-18,div1,lincolntrailcollege,2018
Louisburg,2017-18,div1,louisburgcollege,2018
Luna,2017-18,div1,lunacommunitycollege,2018
Lurleen B. Wallace,2017-18,div1,lurleenbwallacecommunitycollege,2018
Marion Military,2017-18,div1,marionmilitaryinstitute,2018
Marshalltown,2017-18,div1,marshalltowncommunitycollege,2018
MCC-Maple Woods,2017-18,div1,mccmaplewoods,2018
McCook,2017-18,div1,mccookcommunitycollege,2018
McLennan,2017-18,div1,mclennancommunitycollege,2018
Miami Dade,2017-18,div1,miamidadecollege,2018
Midland,2017-18,div1,midlandcollege,2018
Miles,2017-18,div1,milescommunitycollege,2018
Mineral Area,2017-18,div1,mineralareacollege,2018
Monroe College,2017-18,div1,monroecollege,2018
Motlow State,2017-18,div1,motlowstatecommunitycollege,2018
Navarro,2017-18,div1,navarrocollege,2018
Neosho County,2017-18,div1,neoshocountycommunitycollege,2018
New Mexico,2017-18,div1,newmexicojuniorcollege,2018
New Mexico Military,2017-18,div1,newmexicomilitaryinstitute,2018
North Central Missouri,2017-18,div1,northcentralmissouricollege,2018
North Central Texas,2017-18,div1,northcentraltexascollege,2018
Northeastern,2017-18,div1,northeasternjuniorcollege,2018
Northeastern Oklahoma A&M,2017-18,div1,northeasternoklahomaamcollege,2018
Northeast Texas,2017-18,div1,northeasttexascommunitycollege,2018
Northwest Florida State,2017-18,div1,northwestfloridastatecollege,2018
Odessa,2017-18,div1,odessacollege,2018
Olive-Harvey,2017-18,div1,oliveharveycollege,2018
Olney Central,2017-18,div1,olneycentralcollege,2018
Otero,2017-18,div1,oterojuniorcollege,2018
Palm Beach State,2017-18,div1,palmbeachstatecollege,2018
Panola,2017-18,div1,panolacollege,2018
Paris,2017-18,div1,parisjuniorcollege,2018
Pensacola State,2017-18,div1,pensacolastatecollege,2018
Polk State,2017-18,div1,polkstatecollege,2018
Potomac State,2017-18,div1,potomacstatecollegeofwvu,2018
Pratt,2017-18,div1,prattcommunitycollege,2018
Ranger,2017-18,div1,rangercollege,2018
Rend Lake,2017-18,div1,rendlakecollege,2018
Roane State,2017-18,div1,roanestatecommunitycollege,2018
Rose State,2017-18,div1,rosestatecollege,2018
Salt Lake,2017-18,div1,saltlakecommunitycollege,2018
San Jacinto-North,2017-18,div1,sanjacintocollegenorth,2018
Santa Fe,2017-18,div1,santafecollege,2018
Seminole State (FL),2017-18,div1,seminolestatecollegeofflorida,2018
Seminole State (OK),2017-18,div1,seminolestatecollegeok,2018
Seward County,2017-18,div1,sewardcountycommunitycollege,2018
Shawnee,2017-18,div1,shawneecommunitycollege,2018
Shelton State,2017-18,div1,sheltonstatecommunitycollege,2018
Snead State,2017-18,div1,sneadstatecommunitycollege,2018
Southeastern Illinois,2017-18,div1,southeasternillinoiscollege,2018
Southern Union State,2017-18,div1,southernunionstatecommunitycollege,2018
South Florida State,2017-18,div1,southfloridastatecollege,2018
South Georgia State,2017-18,div1,southgeorgiastatecollege,2018
South Mountain,2017-18,div1,southmountaincommunitycollege,2018
South Suburban,2017-18,div1,southsuburbancollege,2018
Southwestern,2017-18,div1,southwesterncommunitycollege,2018
Southwestern Illinois,2017-18,div1,southwesternillinoiscollege,2018
Southwest Tennessee,2017-18,div1,southwesttennesseecommunitycollege,2018
Spartanburg Methodist,2017-18,div1,spartanburgmethodist,2018
State College of Florida,2017-18,div1,statecollegeoffloridamanateesaraso,2018
State Fair,2017-18,div1,statefaircommunitycollege,2018
St. Charles,2017-18,div1,stcharlescommunitycollege,2018
St. Johns River State,2017-18,div1,stjohnsriverstatecollege,2018
St. Louis,2017-18,div1,stlouiscommunitycollege,2018
St. Petersburg,2017-18,div1,stpetersburgcollege,2018
Tallahassee,2017-18,div1,tallahasseecommunitycollege,2018
Temple,2017-18,div1,templecollege,2018
Three Rivers,2017-18,div1,threeriverscommunitycollegemo,2018
Trinidad State,2017-18,div1,trinidadstatejuniorcollege,2018
Triton,2017-18,div1,tritoncollege,2018
USC Lancaster,2017-18,div1,usclancaster,2018
USC Salkehatchie,2017-18,div1,uscsalkehatchie,2018
USC Sumter,2017-18,div1,uscsumter,2018
USC Union,2017-18,div1,uscunion,2018
Utah State Eastern,2017-18,div1,utahstateeastern,2018
Vernon,2017-18,div1,vernoncollege,2018
Volunteer State,2017-18,div1,volunteerstatecommunitycollege,2018
Wabash Valley,2017-18,div1,wabashvalleycollege,2018
Wallace-Dothan,2017-18,div1,wallacecommunitycollegedothan,2018
Wallace-Selma,2017-18,div1,wallacecommunitycollegeselma,2018
Wallace State,2017-18,div1,wallacestatecommunitycollegehancevil,2018
Walters State,2017-18,div1,waltersstatecommunitycollege,2018
Weatherford,2017-18,div1,weatherfordcollege,2018
Western Nebraska,2017-18,div1,westernnebraskacommunitycollege,2018
Western Texas,2017-18,div1,westerntexascollege,2018
West Georgia Tech,2017-18,div1,westgeorgiatechnicalcollege,2018
Wharton County,2017-18,div1,whartoncountyjuniorcollege,2018
Yavapai,2017-18,div1,yavapaicollege,2018
Allegany Maryland,2017-18,div2,alleganycollegeofmaryland,2018
Marian-Ancilla,2017-18,div2,ancillacollege,2018
Anne Arundel,2017-18,div2,annearundelcommunitycollege,2018
ASA Miami,2017-18,div2,asacollegemiami,2018
Bismarck State,2017-18,div2,bismarckstatecollege,2018
Black Hawk-Moline,2017-18,div2,blackhawkcollegemoline,2018
Brown Mackie,2017-18,div2,brownmackiecollege,2018
Brunswick,2017-18,div2,brunswickcommunitycollege,2018
Bryant & Stratton (VA),2017-18,div2,bryantstrattoncollegeva,2018
Bryant & Stratton College (WI),2017-18,div2,bryantstrattoncollegewi,2018
Carl Albert State,2017-18,div2,carlalbertstatecollege,2018
Carl Sandburg,2017-18,div2,carlsandburgcollege,2018
Catawba Valley,2017-18,div2,catawbavalleycommunitycollege,2018
CCBC Catonsville,2017-18,div2,ccbccatonsville,2018
CCBC Dundalk,2017-18,div2,ccbcdundalk,2018
CCBC Essex,2017-18,div2,ccbcessex,2018
Cecil,2017-18,div2,cecilcollege,2018
Central Virginia Community College,2017-18,div2,centralvirginiacommunitycollege,2018
Chandler-Gilbert,2017-18,div2,chandlergilbertcommunitycollege,2018
Clark State,2017-18,div2,clarkstatecommunitycollege,2018
Coahoma,2017-18,div2,coahomacommunitycollege,2018
Lake County,2017-18,div2,collegeoflakecounty,2018
Southern Maryland,2017-18,div2,collegeofsouthernmaryland,2018
The Albemarle,2017-18,div2,collegeofthealbemarle,2018
Rhode Island,2017-18,div2,communitycollegeofrhodeisland,2018
Copiah-Lincoln,2017-18,div2,copiahlincolncommunitycollege,2018
Morris,2017-18,div2,countycollegeofmorris,2018
Cuyahoga,2017-18,div2,cuyahogacommunitycollege,2018
Dakota,2017-18,div2,dakotacollegeatbottineau,2018
Dakota County Tech,2017-18,div2,dakotacountytechnicalcollege,2018
Danville Area,2017-18,div2,danvilleareacommunitycollege,2018
Dawson,2017-18,div2,dawsoncommunitycollege,2018
Delaware Tech,2017-18,div2,delawaretechnicalcommunitycollege,2018
Des Moines Area,2017-18,div2,desmoinesareacommunitycollege,2018
Dutchess,2017-18,div2,dutchesscommunitycollege,2018
East Central (MS),2017-18,div2,eastcentralcommunitycollege,2018
East Mississippi,2017-18,div2,eastmississippicommunitycollege,2018
Edison State,2017-18,div2,edisoncommunitycollege,2018
Ellsworth,2017-18,div2,ellsworthcommunitycollege,2018
Frederick,2017-18,div2,frederickcommunitycollege,2018
Garrett,2017-18,div2,garrettcollege,2018
GateWay (AZ),2017-18,div2,gatewaycommunitycollegeaz,2018
Glendale,2017-18,div2,glendalecommunitycollege,2018
Glen Oaks,2017-18,div2,glenoakscommunitycollege,2018
Grand Rapids,2017-18,div2,grandrapidscommunitycollege,2018
Guilford Tech,2017-18,div2,guilfordtechnicalcommunitycollege,2018
Heartland,2017-18,div2,heartlandcommunitycollege,2018
Henry Ford,2017-18,div2,henryfordcollege,2018
Hesston,2017-18,div2,hesstoncollege,2018
Highland (IL),2017-18,div2,highlandcommunitycollegeillinois,2018
Hinds,2017-18,div2,hindscommunitycollege,2018
Holmes,2017-18,div2,holmescommunitycollege,2018
Illinois Central,2017-18,div2,illinoiscentralcollege,2018
Iowa Central,2017-18,div2,iowacentralcommunitycollege,2018
Iowa Lakes,2017-18,div2,iowalakescommunitycollege,2018
Itawamba,2017-18,div2,itawambacommunitycollege,2018
Ivy Tech Fort Wayne,2017-18,div2,ivytechcommunitycollegenortheast,2018
Jackson,2017-18,div2,jacksoncollege,2018
John Wood,2017-18,div2,johnwoodcommunitycollege,2018
Jones,2017-18,div2,jonescollege,2018
Kalamazoo Valley,2017-18,div2,kalamazoovalleycommunitycollege,2018
Kankakee,2017-18,div2,kankakeecommunitycollege,2018
Kellogg,2017-18,div2,kelloggcommunitycollege,2018
Kirkwood,2017-18,div2,kirkwoodcommunitycollege,2018
Lackawanna,2017-18,div2,lackawannacollege,2018
Lakeland,2017-18,div2,lakelandcommunitycollege,2018
Lake Michigan,2017-18,div2,lakemichigancollege,2018
Lake Region State,2017-18,div2,lakeregionstatecollegend,2018
Lansing,2017-18,div2,lansingcommunitycollege,2018
Lenoir,2017-18,div2,lenoircommunitycollege,2018
Lewis & Clark,2017-18,div2,lewisclarkcommunitycollege,2018
Lincoln,2017-18,div2,lincolncollege,2018
Lincoln Land,2017-18,div2,lincolnlandcommunitycollege,2018
LSU Eunice,2017-18,div2,louisianastateuniversityeunice,2018
Macomb,2017-18,div2,macombcommunitycollege,2018
Madison,2017-18,div2,madisoncollege,2018
MCC-Longview,2017-18,div2,mcclongview,2018
McHenry County,2017-18,div2,mchenrycountycollege,2018
Mercer County,2017-18,div2,mercercountycommunitycollege,2018
Mercyhurst North East,2017-18,div2,mercyhurstnortheast,2018
Meridian,2017-18,div2,meridiancommunitycollege,2018
Mesa,2017-18,div2,mesacommunitycollege,2018
Miles,2017-18,div2,milescommunitycollege,2018
Mississippi Delta,2017-18,div2,mississippideltacommunitycollege,2018
Mississippi Gulf Coast,2017-18,div2,mississippigulfcoastcommunitycollege,2018
Monroe CC,2017-18,div2,monroecommunitycollege,2018
Moraine Valley,2017-18,div2,morainevalleycommunitycollege,2018
Morton,2017-18,div2,mortoncollege,2018
Mott,2017-18,div2,mottcommunitycollege,2018
Murray State,2017-18,div2,murraystatecollege,2018
Muskegon,2017-18,div2,muskegoncommunitycollege,2018
New River,2017-18,div2,newrivercommunitycollege,2018
Northeast,2017-18,div2,northeastcommunitycollege,2018
Northeast Mississippi,2017-18,div2,northeastmississippicommunitycollege,2018
Northern Oklahoma Enid,2017-18,div2,northernoklahomacollegeenid,2018
Northern Oklahoma Tonkawa,2017-18,div2,northernoklahomacollegetonkawa,2018
North Iowa Area,2017-18,div2,northiowaareacommunitycollege,2018
Northwest Mississippi,2017-18,div2,northwestmississippicommunitycollege,2018
Orange County,2017-18,div2,orangecountycommunitycollege,2018
Owens,2017-18,div2,owenscommunitycollege,2018
Paradise Valley,2017-18,div2,paradisevalleycommunitycollege,2018
Parkland,2017-18,div2,parklandcollege,2018
Pasco-Hernando State,2017-18,div2,pascohernandostatecollege,2018
Patrick & Henry,2017-18,div2,patrickhenrycommunitycollege,2018
Pearl River,2017-18,div2,pearlrivercommunitycollege,2018
Phoenix,2017-18,div2,phoenixcollege,2018
Pima,2017-18,div2,pimacommunitycollege,2018
Pitt,2017-18,div2,pittcommunitycollege,2018
Prairie State,2017-18,div2,prairiestatecollege,2018
Rappahannock Community College,2017-18,div2,rappahannockcommunitycollege,2018
Raritan Valley,2017-18,div2,raritanvalleycommunitycollege,2018
Redlands,2017-18,div2,redlandscommunitycollege,2018
Rockland,2017-18,div2,rocklandcommunitycollege,2018
Rowan Burlington,2017-18,div2,rowancollegeatburlingtoncounty,2018
Sauk Valley,2017-18,div2,saukvalleycommunitycollege,2018
Scottsdale,2017-18,div2,scottsdalecommunitycollege,2018
Sinclair,2017-18,div2,sinclaircommunitycollege,2018
Southeast,2017-18,div2,southeastcommunitycollege,2018
Southeastern,2017-18,div2,southeasterncommunitycollege,2018
Southeastern-Whiteville,2017-18,div2,southeasterncommunitycollegewhitevill,2018
Southwest Mississippi,2017-18,div2,southwestmississippicommunitycollege,2018
Spoon River,2017-18,div2,spoonrivercollege,2018
St. Clair County,2017-18,div2,stclaircountycommunitycollege,2018
Sullivan County,2017-18,div2,sullivancountycommunitycollege,2018
Sussex County,2017-18,div2,sussexcountycommunitycollege,2018
Ulster County,2017-18,div2,ulstercountycommunitycollege,2018
UConn Avery Point,2017-18,div2,universityofconnecticutataverypoint,2018
Utah State Eastern,2017-18,div2,utahstateeastern,2018
Valley Forge Military,2017-18,div2,valleyforgemilitarycollege,2018
Vincennes,2017-18,div2,vincennesuniversity,2018
Wake Tech,2017-18,div2,waketechnicalcommunitycollege,2018
Wentworth Military,2017-18,div2,wentworthmilitaryacademy,2018
Westchester,2017-18,div2,westchestercommunitycollege,2018
Western Oklahoma State,2017-18,div2,westernoklahomastatecollege,2018
Williston State,2017-18,div2,willistonstatecollege,2018
Anoka-Ramsey,2017-18,div3,anokaramseycommunitycollege,2018
Atlantic Cape,2017-18,div3,atlanticcapecommunitycollege,2018
Benjamin Franklin IT,2017-18,div3,benjaminfranklininstituteoftechnolog,2018
Bergen,2017-18,div3,bergencommunitycollege,2018
Borough of Manhattan,2017-18,div3,boroughofmanhattancommunitycollege,2018
Bronx,2017-18,div3,bronxcommunitycollege,2018
Brookdale,2017-18,div3,brookdalecommunitycollege,2018
Dallas College - Brookhaven,2017-18,div3,brookhavencollege,2018
Bucks County,2017-18,div3,buckscountycommunitycollege,2018
Bunker Hill,2017-18,div3,bunkerhillcommunitycollege,2018
Butler County,2017-18,div3,butlercountycommunitycollegepa,2018
Camden County,2017-18,div3,camdencountycollege,2018
Allegheny County-Boyce,2017-18,div3,ccofalleghenycountyboyce,2018
Allegheny County-South,2017-18,div3,ccofalleghenycountysouth,2018
Dallas College - Cedar Valley,2017-18,div3,cedarvalleycollege,2018
Central Lakes,2017-18,div3,centrallakescollegebrainerd,2018
Century,2017-18,div3,centurycollege,2018
Clinton (NY),2017-18,div3,clintoncommunitycollege,2018
Coastal Bend,2017-18,div3,coastalbendcollege,2018
DuPage,2017-18,div3,collegeofdupage,2018
Columbia-Greene,2017-18,div3,columbiagreenecommunitycollege,2018
Corning,2017-18,div3,corningcommunitycollege,2018
RCSJ Cumberland,2017-18,div3,cumberlandcountycollege,2018
Danville,2017-18,div3,danvillecommunitycollege,2018
Delaware County,2017-18,div3,delawarecountycommunitycollege,2018
Delta,2017-18,div3,deltacollege,2018
Dallas College - Eastfield,2017-18,div3,eastfieldcollege,2018
Elgin,2017-18,div3,elgincommunitycollege,2018
Erie,2017-18,div3,eriecommunitycollege,2018
Finger Lakes,2017-18,div3,fingerlakescommunitycollege,2018
Fond du Lac Tribal & CC,2017-18,div3,fonddulactribalcommunitycollege,2018
Fulton-Montgomery,2017-18,div3,fultonmontgomerycommunitycollege,2018
Genesee,2017-18,div3,geneseecommunitycollege,2018
Harper,2017-18,div3,harpercollege,2018
Herkimer,2017-18,div3,herkimercollege,2018
Minnesota North College - Hibbing,2017-18,div3,hibbingcommunitycollege,2018
Holyoke,2017-18,div3,holyokecommunitycollege,2018
Hudson Valley,2017-18,div3,hudsonvalleycommunitycollege,2018
Illinois Valley,2017-18,div3,illinoisvalleycommunitycollege,2018
Minnesota North College - Itasca,2017-18,div3,itascacommunitycollege,2018
Jamestown,2017-18,div3,jamestowncommunitycollege,2018
Jefferson (NY),2017-18,div3,jeffersoncommunitycollege,2018
Joliet,2017-18,div3,jolietjuniorcollege,2018
Kingsborough,2017-18,div3,kingsboroughcommunitycollege,2018
Lehigh Carbon,2017-18,div3,lehighcarboncommunitycollege,2018
Lorain County,2017-18,div3,loraincountycommunitycollege,2018
Luzerne County,2017-18,div3,luzernecountycommunitycollege,2018
Manor,2017-18,div3,manorcollege,2018
Massasoit,2017-18,div3,massasoitcommunitycollege,2018
MassBay,2017-18,div3,massbaycommunitycollege,2018
Minnesota North College - Mesabi Range,2017-18,div3,mesabirangectc,2018
Middlesex College,2017-18,div3,middlesexcountycollege,2018
Milwaukee Area Tech,2017-18,div3,milwaukeeareatechnicalcollege,2018
Minnesota State,2017-18,div3,minnesotastatecommunityandtechnical,2018
Minnesota West,2017-18,div3,minnesotawestcommunitytechnicalcol,2018
Mohawk Valley,2017-18,div3,mohawkvalleycommunitycollege,2018
Monroe College - Bronx,2017-18,div3,monroecollegebronx,2018
Montgomery,2017-18,div3,montgomerycollegemd,2018
Montgomery County,2017-18,div3,montgomerycountycommunitycollegepa,2018
Dallas College - Mountain View,2017-18,div3,mountainviewcollege,2018
Nassau,2017-18,div3,nassaucommunitycollege,2018
Niagara County,2017-18,div3,niagaracountycommunitycollege,2018
Northampton,2017-18,div3,northamptoncommunitycollege,2018
North Arkansas,2017-18,div3,northarkansascollege,2018
Northern Essex,2017-18,div3,northernessexcommunitycollege,2018
Dallas College - North Lake,2017-18,div3,northlakecollege,2018
Northland,2017-18,div3,northlandcommunitytechnicalcollege,2018
Oakton,2017-18,div3,oaktoncommunitycollege,2018
Ocean County,2017-18,div3,oceancountycollege,2018
Onondaga,2017-18,div3,onondagacommunitycollege,2018
Prince George's,2017-18,div3,princegeorgescommunitycollege,2018
Queensborough,2017-18,div3,queensboroughcommunitycollege,2018
Quinsigamond,2017-18,div3,quinsigamondcommunitycollege,2018
Minnesota North College - Rainy River,2017-18,div3,rainyrivercommunitycollege,2018
Dallas College - Richland,2017-18,div3,richlandcollege,2018
Ridgewater,2017-18,div3,ridgewatercollege,2018
Riverland,2017-18,div3,riverlandcommunitycollege,2018
Rochester,2017-18,div3,rochestercommunityandtechnicalcolleg,2018
Rockingham,2017-18,div3,rockinghamcommunitycollege,2018
Rock Valley,2017-18,div3,rockvalleycollege,2018
RCSJ Gloucester,2017-18,div3,rowancollegeatgloucestercounty,2018
Roxbury,2017-18,div3,roxburycommunitycollege,2018
Schenectady County,2017-18,div3,schenectadycountycommunitycollege,2018
Schoolcraft,2017-18,div3,schoolcraftcollege,2018
St. Cloud Tech,2017-18,div3,stcloudtechnicalcommunitycollege,2018
Suffolk County,2017-18,div3,suffolkcc,2018
SUNY Adirondack,2017-18,div3,sunyadirondack,2018
SUNY Broome,2017-18,div3,sunybroomecommunitycollege,2018
Surry,2017-18,div3,surrycommunitycollege,2018
Virginia Peninsula Community College,2017-18,div3,thomasnelsoncommunitycollege,2018
Tompkins Cortland,2017-18,div3,tompkinscortlandcommunitycollege,2018
Tyler,2017-18,div3,tylerjuniorcollege,2018
Union,2017-18,div3,unioncountycollege,2018
Minnesota North College - Vermilion,2017-18,div3,vermilioncommunitycollege,2018
Waubonsee,2017-18,div3,waubonseecommunitycollege,2018
Western Tech,2017-18,div3,westerntechnicalcollege,2018
Westmoreland,2017-18,div3,westmorelandcountycommunitycollege,2018
Abraham Baldwin,2018-19,div1,abrahambaldwinagriculturalcollege,2019
Allen County,2018-19,div1,allencountycommunitycollege,2019
Alvin,2018-19,div1,alvincommunitycollege,2019
Andrew,2018-19,div1,andrewcollege,2019
Angelina,2018-19,div1,angelinacollege,2019
Arizona Western,2018-19,div1,arizonawesterncollege,2019
Arkansas Baptist,2018-19,div1,arkansasbaptistcollege,2019
ASA New York,2018-19,div1,asabrooklynavengers,2019
Barton,2018-19,div1,bartoncommunitycollege,2019
Baton Rouge,2018-19,div1,batonrougecommunitycollege,2019
Bevill State,2018-19,div1,bevillstatecommunitycollege,2019
Bishop State,2018-19,div1,bishopstatecommunitycollege,2019
Blinn,2018-19,div1,blinncollege,2019
Bossier Parish,2018-19,div1,bossierparishcommunitycollege,2019
Broward,2018-19,div1,browardcollege,2019
Butler,2018-19,div1,butlercommunitycollegeks,2019
Calhoun,2018-19,div1,calhouncommunitycollege,2019
Central Alabama,2018-19,div1,centralalabamacommunitycollege,2019
Central Arizona,2018-19,div1,centralarizonacollege,2019
Chattahoochee Valley,2018-19,div1,chattahoocheevalleycommunitycollege,2019
Chattanooga State,2018-19,div1,chattanoogastatecommunitycollege,2019
Chipola,2018-19,div1,chipolacollege,2019
Cisco,2018-19,div1,ciscocollege,2019
Clarendon,2018-19,div1,clarendoncollege,2019
Cleveland State,2018-19,div1,clevelandstatecommunitycollege,2019
Cloud County,2018-19,div1,cloudcountycommunitycollege,2019
Coastal Alabama - Brewton,2018-19,div1,coastalalabamaeast,2019
Coastal Alabama - Monroeville,2018-19,div1,coastalalabamanorth,2019
Coastal Alabama - Bay Minette,2018-19,div1,coastalalabamasouth,2019
Cochise,2018-19,div1,cochisecollege,2019
Coffeyville,2018-19,div1,coffeyvillecommunitycollege,2019
Colby,2018-19,div1,colbycommunitycollege,2019
Central Florida,2018-19,div1,collegeofcentralflorida,2019
Southern Idaho,2018-19,div1,collegeofsouthernidaho,2019
Southern Nevada,2018-19,div1,collegeofsouthernnevada,2019
Colorado Northwestern,2018-19,div1,coloradonorthwesterncommunitycollege,2019
Columbia State,2018-19,div1,columbiastatecommunitycollege,2019
Connors State,2018-19,div1,connorsstatecollege,2019
Cowley,2018-19,div1,cowleycountycommunitycollege,2019
Crowder,2018-19,div1,crowdercollege,2019
Daytona State,2018-19,div1,daytonastatecollege,2019
Delgado,2018-19,div1,delgadocommunitycollege,2019
Dodge City,2018-19,div1,dodgecitycommunitycollege,2019
Dyersburg State,2018-19,div1,dyersburgstatecommunitycollege,2019
Eastern Arizona,2018-19,div1,easternarizonacollege,2019
Eastern Florida State,2018-19,div1,easternfloridastatecollege,2019
Eastern Oklahoma State,2018-19,div1,easternoklahomastatecollege,2019
East Georgia State,2018-19,div1,eastgeorgiacollege,2019
El Paso,2018-19,div1,elpasocommunitycollege,2019
Enterprise State,2018-19,div1,enterprisestatecommunitycollege,2019
Florence-Darlington Tech,2018-19,div1,florencedarlingtontechnicalcollege,2019
Florida SouthWestern State,2018-19,div1,floridasouthwesternstatecollege,2019
Florida State Jacksonville,2018-19,div1,floridastatecollegeatjacksonville,2019
Fort Scott,2018-19,div1,fortscottcommunitycollege,2019
Frank Phillips,2018-19,div1,frankphillipscollege,2019
Frontier,2018-19,div1,frontiercommunitycollege,2019
Galveston,2018-19,div1,galvestoncollege,2019
Garden City,2018-19,div1,gardencitycommunitycollege,2019
Georgia Highlands,2018-19,div1,georgiahighlandscollege,2019
Gordon State,2018-19,div1,gordonstatecollege,2019
Grayson,2018-19,div1,graysoncollege,2019
Gulf Coast State,2018-19,div1,gulfcoaststatecollege,2019
Hagerstown,2018-19,div1,hagerstowncommunitycollege,2019
Harford,2018-19,div1,harfordcommunitycollege,2019
Highland (KS),2018-19,div1,highlandcommunitycollegekansas,2019
Hill,2018-19,div1,hillcollege,2019
Hillsborough,2018-19,div1,hillsboroughcommunitycollege,2019
Howard (TX),2018-19,div1,howardcollege,2019
Hutchinson,2018-19,div1,hutchinsoncommunitycollege,2019
Indian Hills,2018-19,div1,indianhillscommunitycollege,2019
Indian River State,2018-19,div1,indianriverstatecollege,2019
Iowa Western,2018-19,div1,iowawesterncommunitycollege,2019
Jackson State,2018-19,div1,jacksonstatecommunitycollege,2019
Jefferson (MO),2018-19,div1,jeffersoncollege,2019
John A. Logan,2018-19,div1,johnalogancollege,2019
Johnson County,2018-19,div1,johnsoncountycommunitycollege,2019
Kansas City Kansas,2018-19,div1,kansascitykansascommunitycollege,2019
Kaskaskia,2018-19,div1,kaskaskiacollege,2019
Kishwaukee,2018-19,div1,kishwaukeecollege,2019
Labette,2018-19,div1,labettecommunitycollege,2019
Lake Land,2018-19,div1,lakelandcollege,2019
Lake-Sumter State,2018-19,div1,lakesumterstatecollege,2019
Lamar,2018-19,div1,lamarcommunitycollege,2019
Laredo,2018-19,div1,laredocollege,2019
Lawson State,2018-19,div1,lawsonstatecommunitycollege,2019
Lincoln Trail,2018-19,div1,lincolntrailcollege,2019
Louisburg,2018-19,div1,louisburgcollege,2019
Luna,2018-19,div1,lunacommunitycollege,2019
Lurleen B. Wallace,2018-19,div1,lurleenbwallacecommunitycollege,2019
Marion Military,2018-19,div1,marionmilitaryinstitute,2019
Marshalltown,2018-19,div1,marshalltowncommunitycollege,2019
McCook,2018-19,div1,mccookcommunitycollege,2019
McLennan,2018-19,div1,mclennancommunitycollege,2019
Metropolitan,2018-19,div1,metropolitancommunitycollege,2019
Miami Dade,2018-19,div1,miamidadecollege,2019
Midland,2018-19,div1,midlandcollege,2019
Mineral Area,2018-19,div1,mineralareacollege,2019
Monroe College,2018-19,div1,monroecollege,2019
Motlow State,2018-19,div1,motlowstatecommunitycollege,2019
Navarro,2018-19,div1,navarrocollege,2019
Neosho County,2018-19,div1,neoshocountycommunitycollege,2019
New Mexico,2018-19,div1,newmexicojuniorcollege,2019
New Mexico Military,2018-19,div1,newmexicomilitaryinstitute,2019
North Central Missouri,2018-19,div1,northcentralmissouricollege,2019
North Central Texas,2018-19,div1,northcentraltexascollege,2019
Northeastern,2018-19,div1,northeasternjuniorcollege,2019
Northeastern Oklahoma A&M,2018-19,div1,northeasternoklahomaamcollege,2019
Northeast Texas,2018-19,div1,northeasttexascommunitycollege,2019
Northwest Florida State,2018-19,div1,northwestfloridastatecollege,2019
Nunez,2018-19,div1,nunezcommunitycollege,2019
Odessa,2018-19,div1,odessacollege,2019
Olive-Harvey,2018-19,div1,oliveharveycollege,2019
Olney Central,2018-19,div1,olneycentralcollege,2019
Otero,2018-19,div1,oterojuniorcollege,2019
Palm Beach State,2018-19,div1,palmbeachstatecollege,2019
Panola,2018-19,div1,panolacollege,2019
Paris,2018-19,div1,parisjuniorcollege,2019
Pensacola State,2018-19,div1,pensacolastatecollege,2019
Pima,2018-19,div1,pimacommunitycollege,2019
Polk State,2018-19,div1,polkstatecollege,2019
Potomac State,2018-19,div1,potomacstatecollegeofwvu,2019
Pratt,2018-19,div1,prattcommunitycollege,2019
Ranger,2018-19,div1,rangercollege,2019
Rend Lake,2018-19,div1,rendlakecollege,2019
Roane State,2018-19,div1,roanestatecommunitycollege,2019
Rose State,2018-19,div1,rosestatecollege,2019
Salt Lake,2018-19,div1,saltlakecommunitycollege,2019
